,Pair Mass,Muon 1 Energy,Muon 2 Energy,Muon 1 pT,Muon 2 pT,Muon 1 Eta,Muon 2 Eta,Muon 1 Phi,Muon 2 Phi,Muon 1 Rapidity,Muon 2 Rapidity
25080,9.27486,51.2577,19.914,49.9431,18.1918,-0.228931,-0.431726,-1.17506,-0.941863,-0.22893,-0.431719
25081,48.0569,51.2577,8.26906,49.9431,5.50423,-0.228931,0.964378,-1.17506,3.07181,-0.22893,0.964241
25082,37.7426,51.2577,5.93357,49.9431,2.5291,-0.228931,1.49686,-1.17506,2.54642,-0.22893,1.49608
25083,25.0476,19.914,8.26906,18.1918,5.50423,-0.431726,0.964378,-0.941863,3.07181,-0.431719,0.964241
25084,22.608,19.914,5.93357,18.1918,2.5291,-0.431726,1.49686,-0.941863,2.54642,-0.431719,1.49608
25085,2.68474,8.26906,5.93357,5.50423,2.5291,0.964378,1.49686,3.07181,2.54642,0.964241,1.49608
25086,7.52829,146.297,119.711,37.0853,34.3281,2.0491,1.92104,1.81495,1.64964,2.0491,1.92103
25087,8.2736,146.297,47.9219,37.0853,16.8096,2.0491,1.70848,1.81495,1.8478,2.0491,1.70846
25088,8.87893,146.297,15.5142,37.0853,4.76889,2.0491,1.84826,1.81495,1.1398,2.0491,1.84802
25089,7.25603,119.711,47.9219,34.3281,16.8096,1.92104,1.70848,1.64964,1.8478,1.92103,1.70846
25090,6.77747,119.711,15.5142,34.3281,4.76889,1.92104,1.84826,1.64964,1.1398,1.92103,1.84802
25091,6.28198,47.9219,15.5142,16.8096,4.76889,1.70848,1.84826,1.8478,1.1398,1.70846,1.84802
25092,7.09825,77.8538,57.5268,20.237,10.8591,-2.02313,-2.35136,1.65802,1.32543,-2.02312,-2.35131
25093,18.5323,77.8538,15.5287,20.237,2.96644,-2.02313,-2.3392,1.65802,-1.3717,-2.02312,-2.33858
25094,14.7723,77.8538,10.288,20.237,2.70702,-2.02313,-2.01045,1.65802,-1.76843,-2.02312,-2.00971
25095,14.4292,57.5268,15.5287,10.8591,2.96644,-2.35136,-2.3392,1.32543,-1.3717,-2.35131,-2.33858
25096,11.5267,57.5268,10.288,10.8591,2.70702,-2.35136,-2.01045,1.32543,-1.76843,-2.35131,-2.00971
25097,1.54301,15.5287,10.288,2.96644,2.70702,-2.3392,-2.01045,-1.3717,-1.76843,-2.33858,-2.00971
25098,4.67645,28.3799,36.4452,9.80235,8.65617,-1.72494,-2.11627,0.0324176,-0.275558,-1.72489,-2.1162
25099,7.3026,28.3799,33.7603,9.80235,7.65616,-1.72494,-2.1638,0.0324176,-0.679436,-1.72489,-2.16371
25100,9.91973,28.3799,8.29344,9.80235,2.974,-1.72494,-1.6848,0.0324176,-2.34607,-1.72489,-1.68421
25101,3.43581,36.4452,33.7603,8.65617,7.65616,-2.11627,-2.1638,-0.275558,-0.679436,-2.1162,-2.16371
25102,9.10688,36.4452,8.29344,8.65617,2.974,-2.11627,-1.6848,-0.275558,-2.34607,-2.1162,-1.68421
25103,7.55507,33.7603,8.29344,7.65616,2.974,-2.1638,-1.6848,-0.679436,-2.34607,-2.16371,-1.68421
25104,12.2981,16.1963,8.9098,10.1828,8.20529,-1.03934,-0.411302,1.06842,-0.159985,-1.0393,-0.41127
25105,7.68419,16.1963,5.8851,10.1828,4.45851,-1.03934,-0.77979,1.06842,-0.0989266,-1.0393,-0.779606
25106,3.73651,16.1963,6.01834,10.1828,4.02312,-1.03934,-0.958573,1.06842,1.6422,-1.0393,-0.958317
25107,2.2655,8.9098,5.8851,8.20529,4.45851,-0.411302,-0.77979,-0.159985,-0.0989266,-0.41127,-0.779606
25108,9.6221,8.9098,6.01834,8.20529,4.02312,-0.411302,-0.958573,-0.159985,1.6422,-0.41127,-0.958317
25109,6.47746,5.8851,6.01834,4.45851,4.02312,-0.77979,-0.958573,-0.0989266,1.6422,-0.779606,-0.958317
25110,10.5178,8.07862,6.23139,7.77379,4.35802,-0.278824,0.896656,-2.84343,-1.42391,-0.278799,0.896446
25111,9.38618,8.07862,3.33251,7.77379,3.33073,-0.278824,0.00817566,-2.84343,1.15699,-0.278799,0.00817155
25112,11.3139,8.07862,9.8063,7.77379,2.98613,-0.278824,1.8581,-2.84343,-3.048,-0.278799,1.8575
25113,8.12295,6.23139,3.33251,4.35802,3.33073,0.896656,0.00817566,-1.42391,1.15699,0.896446,0.00817155
25114,7.5317,6.23139,9.8063,4.35802,2.98613,0.896656,1.8581,-1.42391,-3.048,0.896446,1.8575
25115,7.68563,3.33251,9.8063,3.33073,2.98613,0.00817566,1.8581,1.15699,-3.048,0.00817155,1.8575
25116,9.52291,11.8703,9.05542,11.8449,8.49189,0.0649337,-0.362128,-0.284114,-1.16781,0.0649311,-0.362101
25117,12.9189,11.8703,4.12534,11.8449,4.09921,0.0649337,-0.109906,-0.284114,-2.66359,0.0649311,-0.109869
25118,18.1477,11.8703,14.2341,11.8449,3.4845,0.0649337,2.0851,-0.284114,2.0383,0.0649311,2.08466
25119,8.17043,9.05542,4.12534,8.49189,4.09921,-0.362128,-0.109906,-1.16781,-2.66359,-0.362101,-0.109869
25120,20.4221,9.05542,14.2341,8.49189,3.4845,-0.362128,2.0851,-1.16781,2.0383,-0.362101,2.08466
25121,11.5944,4.12534,14.2341,4.09921,3.4845,-0.109906,2.0851,-2.66359,2.0383,-0.109869,2.08466
25122,41.6698,29.2858,9.68311,5.5113,3.89408,-2.35447,1.56088,-1.39867,1.23632,-2.35429,1.56054
25123,6.03574,29.2858,17.5245,5.5113,3.39707,-2.35447,-2.32428,-1.39867,0.0993358,-2.35429,-2.32381
25124,37.9235,29.2858,12.5934,5.5113,2.59819,-2.35447,2.26065,-1.39867,-2.22348,-2.35429,2.25984
25125,26.1425,9.68311,17.5245,3.89408,3.39707,1.56088,-2.32428,1.23632,0.0993358,1.56054,-2.32381
25126,6.65554,9.68311,12.5934,3.89408,2.59819,1.56088,2.26065,1.23632,-2.22348,1.56054,2.25984
25127,30.317,17.5245,12.5934,3.39707,2.59819,-2.32428,2.26065,0.0993358,-2.22348,-2.32381,2.25984
25128,9.44557,8.00679,4.34067,6.80687,4.09873,0.585209,-0.341026,3.10699,1.40869,0.585145,-0.340917
25129,11.4319,8.00679,10.8138,6.80687,3.69499,0.585209,-1.73638,3.10699,2.64209,0.585145,-1.736
25130,17.015,8.00679,12.5204,6.80687,3.49191,0.585209,-1.94998,3.10699,-1.62933,0.585145,-1.94955
25131,9.93613,4.34067,10.8138,4.09873,3.69499,-0.341026,-1.73638,1.40869,2.64209,-0.340917,-1.736
25132,10.0595,4.34067,12.5204,4.09873,3.49191,-0.341026,-1.94998,1.40869,-1.62933,-0.340917,-1.94955
25133,8.3009,10.8138,12.5204,3.69499,3.49191,-1.73638,-1.94998,2.64209,-1.62933,-1.736,-1.94955
25134,3.56605,97.3048,40.8936,42.9383,18.6365,1.45855,1.42248,-2.38344,-2.50163,1.45855,1.42247
25135,5.46346,97.3048,16.7467,42.9383,7.95599,1.45855,1.3755,-2.38344,-2.0989,1.45855,1.37542
25136,12.5561,97.3048,10.5377,42.9383,5.83868,1.45855,1.19606,-2.38344,-1.6163,1.45855,1.19592
25137,5.02119,40.8936,16.7467,18.6365,7.95599,1.42248,1.3755,-2.50163,-2.0989,1.42247,1.37542
25138,9.4594,40.8936,10.5377,18.6365,5.83868,1.42248,1.19606,-2.50163,-1.6163,1.42247,1.19592
25139,3.49066,16.7467,10.5377,7.95599,5.83868,1.3755,1.19606,-2.0989,-1.6163,1.37542,1.19592
25140,8.49613,17.3036,6.33664,13.6512,6.33182,-0.716075,-0.0352816,1.19283,0.621875,-0.716056,-0.0352767
25141,9.51685,17.3036,3.20088,13.6512,2.93845,-0.716075,0.418171,1.19283,0.316291,-0.716056,0.417916
25142,20.5868,17.3036,10.4736,13.6512,2.75943,-0.716075,2.00911,1.19283,-1.3515,-0.716056,2.0084
25143,2.37536,6.33664,3.20088,6.33182,2.93845,-0.0352816,0.418171,0.621875,0.316291,-0.0352767,0.417916
25144,10.0684,6.33664,10.4736,6.33182,2.75943,-0.0352816,2.00911,0.621875,-1.3515,-0.0352767,2.0084
25145,7.09476,3.20088,10.4736,2.93845,2.75943,0.418171,2.00911,0.316291,-1.3515,0.417916,2.0084
25146,10.8835,5.31302,13.9588,5.10984,3.55749,0.280347,-2.04352,-0.984309,-0.27976,0.280289,-2.0431
25147,3.13032,5.31302,3.44332,5.10984,3.05797,0.280347,0.495875,-0.984309,-0.197067,0.280289,0.495601
25148,9.63597,5.31302,5.33944,5.10984,2.58088,0.280347,-1.3556,-0.984309,2.57312,0.280289,-1.35486
25149,12.2019,13.9588,3.44332,3.55749,3.05797,-2.04352,0.495875,-0.27976,-0.197067,-2.0431,0.495601
25150,6.87994,13.9588,5.33944,3.55749,2.58088,-2.04352,-1.3556,-0.27976,2.57312,-2.0431,-1.35486
25151,8.12717,3.44332,5.33944,3.05797,2.58088,0.495875,-1.3556,-0.197067,2.57312,0.495601,-1.35486
25152,8.46463,20.5224,22.1404,7.03107,5.17624,-1.73359,-2.13251,-0.889901,-2.37656,-1.73348,-2.13231
25153,2.1482,20.5224,15.4961,7.03107,4.35855,-1.73359,-1.94118,-0.889901,-0.527305,-1.73348,-1.9409
25154,7.17285,20.5224,3.93115,7.03107,3.551,-1.73359,-0.457845,-0.889901,-1.32573,-1.73348,-0.457655
25155,6.99301,22.1404,15.4961,5.17624,4.35855,-2.13251,-1.94118,-2.37656,-0.527305,-2.13231,-1.9409
25156,9.02347,22.1404,3.93115,5.17624,3.551,-2.13251,-0.457845,-2.37656,-1.32573,-2.13231,-0.457655
25157,6.55961,15.4961,3.93115,4.35855,3.551,-1.94118,-0.457845,-0.527305,-1.32573,-1.9409,-0.457655
25158,3.09599,6.04297,6.99482,4.78059,4.256,-0.711363,-1.08092,0.894607,1.47091,-0.711214,-1.08067
25159,9.59679,6.04297,3.85928,4.78059,3.09152,-0.711363,0.690307,0.894607,-1.84379,-0.711214,0.689958
25160,7.46152,6.04297,4.93652,4.78059,2.74428,-0.711363,-1.19186,0.894607,-2.08142,-0.711214,-1.19124
25161,10.3471,6.99482,3.85928,4.256,3.09152,-1.08092,0.690307,1.47091,-1.84379,-1.08067,0.689958
25162,6.73555,6.99482,4.93652,4.256,2.74428,-1.08092,-1.19186,1.47091,-2.08142,-1.08067,-1.19124
25163,6.38605,3.85928,4.93652,3.09152,2.74428,0.690307,-1.19186,-1.84379,-2.08142,0.689958,-1.19124
25164,7.82988,21.8348,17.123,21.3162,16.9124,-0.220099,-0.157508,1.97903,2.38892,-0.220096,-0.157505
25165,9.71081,21.8348,9.60274,21.3162,6.2373,-0.220099,-0.996925,1.97903,2.26332,-0.220096,-0.996816
25166,6.66126,21.8348,6.25506,21.3162,4.66144,-0.220099,-0.804763,1.97903,2.28891,-0.220096,-0.804592
25167,8.9385,17.123,9.60274,16.9124,6.2373,-0.157508,-0.996925,2.38892,2.26332,-0.157505,-0.996816
25168,5.91163,17.123,6.25506,16.9124,4.66144,-0.157508,-0.804763,2.38892,2.28891,-0.157505,-0.804592
25169,1.06708,9.60274,6.25506,6.2373,4.66144,-0.996925,-0.804763,2.26332,2.28891,-0.996816,-0.804592
25170,6.08142,85.1866,32.2053,33.7719,12.7629,1.57653,1.57693,-0.314052,-0.0203001,1.57652,1.5769
25171,10.191,85.1866,29.6863,33.7719,5.99578,1.57653,2.28241,-0.314052,-0.390998,1.57652,2.28226
25172,39.5103,85.1866,6.16166,33.7719,2.83649,1.57653,-1.41099,-0.314052,-1.58996,1.57652,-1.41038
25173,6.94425,32.2053,29.6863,12.7629,5.99578,1.57693,2.28241,-0.0203001,-0.390998,1.5769,2.28226
25174,24.5563,32.2053,6.16166,12.7629,2.83649,1.57693,-1.41099,-0.0203001,-1.58996,1.5769,-1.41038
25175,23.1035,29.6863,6.16166,5.99578,2.83649,2.28241,-1.41099,-0.390998,-1.58996,2.28226,-1.41038
25176,10.4751,20.5405,7.71845,11.3228,4.59669,1.20225,1.10779,2.54045,0.929145,1.20221,1.10758
25177,6.37949,20.5405,3.90998,11.3228,3.76866,1.20225,0.271636,2.54045,2.70262,1.20221,0.271532
25178,9.49839,20.5405,3.02796,11.3228,3.01005,1.20225,0.103247,2.54045,1.28985,1.20221,0.103184
25179,7.41698,7.71845,3.90998,4.59669,3.76866,1.10779,0.271636,0.929145,2.70262,1.10758,0.271532
25180,4.1,7.71845,3.02796,4.59669,3.01005,1.10779,0.103247,0.929145,1.28985,1.10758,0.103184
25181,4.35953,3.90998,3.02796,3.76866,3.01005,0.271636,0.103247,2.70262,1.28985,0.271532,0.103184
25182,14.0288,16.6642,13.846,8.6748,5.4406,-1.27007,-1.58617,-2.74939,0.140142,-1.27,-1.586
25183,9.4119,16.6642,3.87614,8.6748,2.87762,-1.27007,-0.810126,-2.74939,1.24278,-1.27,-0.809675
25184,30.2796,16.6642,15.1299,8.6748,2.60612,-1.27007,2.44443,-2.74939,2.08095,-1.27,2.44362
25185,5.29915,13.846,3.87614,5.4406,2.87762,-1.58617,-0.810126,0.140142,1.24278,-1.586,-0.809675
25186,28.6225,13.846,15.1299,5.4406,2.60612,-1.58617,2.44443,0.140142,2.08095,-1.586,2.44362
25187,13.3897,3.87614,15.1299,2.87762,2.60612,-0.810126,2.44443,1.24278,2.08095,-0.809675,2.44362
25188,9.89059,13.5772,5.18487,7.33511,4.27903,1.22626,0.639348,-1.17346,0.77921,1.22618,0.639176
25189,12.6477,13.5772,10.2418,7.33511,3.61147,1.22626,1.70281,-1.17346,1.42709,1.22618,1.70241
25190,2.93139,13.5772,9.32476,7.33511,3.59321,1.22626,1.60733,-1.17346,-1.59892,1.22618,1.60693
25191,4.03211,5.18487,10.2418,4.27903,3.61147,0.639348,1.70281,0.77921,1.42709,0.639176,1.70241
25192,8.22391,5.18487,9.32476,4.27903,3.59321,0.639348,1.60733,0.77921,-1.59892,0.639176,1.60693
25193,7.57961,10.2418,9.32476,3.61147,3.59321,1.70281,1.60733,1.42709,-1.59892,1.70241,1.60693
25194,31.1737,19.032,19.9823,7.25353,4.70052,1.6193,-2.12618,-0.26728,3.026,1.6192,-2.12593
25195,9.70605,19.032,15.0931,7.25353,3.34776,1.6193,2.18653,-0.26728,2.04666,1.6192,2.18605
25196,19.4677,19.032,6.06198,7.25353,2.54786,1.6193,-1.51235,-0.26728,-0.906908,1.6192,-1.51157
25197,35.3991,19.9823,15.0931,4.70052,3.34776,-2.12618,2.18653,3.026,2.04666,-2.12593,2.18605
25198,6.63386,19.9823,6.06198,4.70052,2.54786,-2.12618,-1.51235,3.026,-0.906908,-2.12593,-1.51157
25199,21.1873,15.0931,6.06198,3.34776,2.54786,2.18653,-1.51235,2.04666,-0.906908,2.18605,-1.51157
25200,9.59086,125.375,70.2219,50.5498,23.6703,-1.55813,-1.75089,2.3869,2.18394,-1.55812,-1.75088
25201,5.95143,125.375,34.3323,50.5498,16.4685,-1.55813,-1.36454,2.3869,2.47009,-1.55812,-1.36452
25202,6.89063,125.375,13.6116,50.5498,7.11385,-1.55813,-1.26541,2.3869,2.60607,-1.55812,-1.26532
25203,9.3729,70.2219,34.3323,23.6703,16.4685,-1.75089,-1.36454,2.18394,2.47009,-1.75088,-1.36452
25204,8.38008,70.2219,13.6116,23.6703,7.11385,-1.75089,-1.26541,2.18394,2.60607,-1.75088,-1.26532
25205,1.81117,34.3323,13.6116,16.4685,7.11385,-1.36454,-1.26541,2.47009,2.60607,-1.36452,-1.26532
25206,13.0421,28.5784,24.0667,9.96394,8.99551,1.71494,1.64033,3.00288,1.53635,1.71489,1.64026
25207,9.26942,28.5784,31.5058,9.96394,6.85955,1.71494,2.2056,3.00288,1.99508,1.71489,2.20549
25208,11.6681,28.5784,19.1271,9.96394,5.35571,1.71494,1.94587,3.00288,-1.53833,1.71489,1.94568
25209,5.80159,24.0667,31.5058,8.99551,6.85955,1.64033,2.2056,1.53635,1.99508,1.64026,2.20549
25210,14.1072,24.0667,19.1271,8.99551,5.35571,1.64033,1.94587,1.53635,-1.53833,1.64026,1.94568
25211,12.1389,31.5058,19.1271,6.85955,5.35571,2.2056,1.94587,1.99508,-1.53833,2.20549,1.94568
25212,6.87943,100.094,76.2609,48.9719,32.1986,-1.34194,-1.5075,2.58155,2.62862,-1.34194,-1.5075
25213,5.18523,100.094,51.2625,48.9719,25.7889,-1.34194,-1.30987,2.58155,2.43887,-1.34194,-1.30986
25214,9.59633,100.094,4.07983,48.9719,2.55608,-1.34194,-1.04343,2.58155,1.76401,-1.34194,-1.04277
25215,7.90243,76.2609,51.2625,32.1986,25.7889,-1.5075,-1.30987,2.62862,2.43887,-1.5075,-1.30986
25216,8.81358,76.2609,4.07983,32.1986,2.55608,-1.5075,-1.04343,2.62862,1.76401,-1.5075,-1.04277
25217,5.82738,51.2625,4.07983,25.7889,2.55608,-1.30987,-1.04343,2.43887,1.76401,-1.30986,-1.04277
25218,9.60185,86.1255,43.8391,75.5642,38.3183,-0.522734,-0.530548,1.87614,2.05295,-0.522734,-0.530546
25219,9.60285,86.1255,32.9425,75.5642,26.2226,-0.522734,-0.70143,1.87614,1.98726,-0.522734,-0.701425
25220,7.20193,86.1255,14.4739,75.5642,11.5349,-0.522734,-0.699457,1.87614,1.70696,-0.522734,-0.699432
25221,5.87727,43.8391,32.9425,38.3183,26.2226,-0.530548,-0.70143,2.05295,1.98726,-0.530546,-0.701425
25222,7.95999,43.8391,14.4739,38.3183,11.5349,-0.530548,-0.699457,2.05295,1.70696,-0.530546,-0.699432
25223,4.87529,32.9425,14.4739,26.2226,11.5349,-0.70143,-0.699457,1.98726,1.70696,-0.701425,-0.699432
25224,9.30105,8.25537,10.1637,7.87126,7.44011,0.31088,-0.831406,2.95741,2.89246,0.310853,-0.831337
25225,7.18537,8.25537,6.26754,7.87126,5.87766,0.31088,0.361836,2.95741,-2.20988,0.310853,0.36178
25226,2.25637,8.25537,4.1637,7.87126,4.16184,0.31088,0.0157911,2.95741,2.68572,0.310853,0.015786
